text,category
"""건강한 협력 관계""…코웨이, 코디코닥지부와 단협 타결. 베스트 라이프 솔루션 기업 코웨이는 지난달 29일 방문점검판매원 노조인 코디코닥지부와 교섭 3개월 만에 단체교섭을 무분규로 타결했다고 1일 밝혔다.",라이프
"불확실성 뚫고 미래로… CJ제일제당, ‘3대 축’ 중심으로 체질 개선 단. 대내외적 위기 상황에 선제적으로 대응하고자 기존의 식품과 바이오라는 이분법적 사업 체제를 라이프스타 새로 재편된 라이프스타일식품 부문은 비비고 브랜드를 앞세워 만두, 치킨, 가공밥, 소스, 김치 등 글로벌.",사회/세계
"CJ제일제당, 라이프스타일식품·기술소재·핵심소재 3축으로 리밸런싱. 기존 식품사업부문과 바이오사업부문으로 이원화돼 있던 사업구조를 ▲라이프스타일식품 ▲기술소재 그레고리 옙 대표가 라이프스타일식품사업부문을 맡고 윤석환 대표는 기술소재사업부문, 김찬호 대표는.",사회/세계
"피렐리, 한국 도로 최적화 사계절 타이어 출시. 한국의 엄격한 소음 및 안전 기준을 선제적으로 충족하기 위해 개발된 신규 패턴""이라며 ""앞으로도 국내 소비자의 다양한 라이프스타일과 차량 제원에 최적화된 선택지를 지속적으로 제공할 계획""이라고 밝혔다.",라이프
"창학 50년 서영대, '힘을 기르자' 정신으로 지역 넘어 세계로 뻗는다. 간호·보건·돌봄서비스, 모빌리티, 에너지, 제조공업, 라이프서비스 등 다양한 분야에서 서영대 출신 평생·미래교육 분야에서도 ‘광주형 미래라이프 커뮤니티 아카데미 운영사업’을 통해 중장년층과 지역민의.",사회/세계
"CJ제일제당, '선택과 집중' 사업구조 재편 .소재·식품 축으로 '대전환. 이번 대전환의 핵심은 기존 식품과 바이오로 나뉘었던 이원화 구조를 라이프스타일식품, 기술소재 라이프스타일 식품사업부문은 '글로벌 K-푸드 센터'의 역할을 수행하며, 비비고 브랜드를 앞세워 만두와 치킨, 김치 등.",사회/세계
"국민 가수인데…임영웅 “히트곡 없다” 속앓이. 지난달 30일 SBS ‘산골총각 영웅’에서는 ‘산골 호스트’로 변신한 임영웅과 그의 절친 허경환, 현봉식, 조째즈가 첫 손님으로 등장해 본격적인 산골 라이프를 시작했다.",사회/세계
"현대카드, ‘알파벳’ 헤리티지로 새 정체성 보여주는 '알파벳카드' 출. 당시 현대카드는 알파벳 한 글자에 고객의 소비 성향과 라이프스타일을 담아 카드 상품을 구분했다.",라이프
"출범 5주년 신한라이프, ‘리딩 보험사 도약’ 비전 제시…“상생 가치. 신한라이프가 출범 5주년을 맞아 ‘업을 선도하는 리딩 보험사’로 도약하기 위한 비전으로 고객과의 상생 가치를 강조했다.",사회/세계
"윌라, '2026 상반기 결산'…주요 인기 분야별 도서 순위 공개. 추리소설의 거장 히가시노 게이고의 신작 <매스커레이드 라이프>부터, 베르나르 베르베르의 <영혼의 왈츠>, 한국 판타지 스릴러의 전설 <퇴마록> 시리즈 이우혁 작가의 신작 <파이로매니악>과 <신 퇴마록> 시리즈가 하반기.",라이프
"르마스크, 직장인 여성 타깃 ‘코어 시리즈 006’ 노트북 백팩 출시. 여름철 오피스룩과 데일리 스타일링에 모두 최적화된 르마스크의 신제품 코어 시리즈 노트북 백팩 (르마스크) 디자이너 가방 브랜드 르마스크(LEMASQUE)가 여성 직장인 및 워킹맘의 라이프스타일을 반영한 노트북 백팩.",사회/세계
"신한라이프, 출범 5주년 기념행사 실시…감사·상생 의미 되새겨. 신한라이프(사장 천상영)는 출범 5주년을 맞아 임직원과 영업가족이 함께 생명보험 본업 가치와 발자취를 되돌아보며 고객과 사회에 감사의 의미를 담은 기념행사를 진행했다고 1일 밝혔다.",사회/세계
"윌라, '2026 상반기 결산' 발표 및 기념 이벤트 전개. 추리소설의 거장 히가시노 게이고의 신작 <매스커레이드 라이프>부터, 베르나르 베르베르의 <영혼의 왈츠>, 한국 판타지 스릴러의 전설 <퇴마록> 시리즈 이우혁 작가의 신작 <파이로매니악>과 <신 퇴마록> 시리즈가 하반기.",라이프
"유피인터 ""AI로 K브랜드 세계시장 경쟁력 높인다"". 고객사 대다수가 디자이너 패션 브랜드에 집중돼 있으나 뷰티·라이프스타일 분야로 사업을 확대하고 있다.",라이프
"네이버웹툰, 웹툰 IP 기반 AI 스토리챗 '바이어스' 출시. 참여하고 확장해 나가는 '인터랙티브' 영역으로 나아가고 있다”며 “바이어스를 통해 원작의 매력을 새롭게 발견하고, IP에 대한 깊은 애착과 라이프사이클 강화로 이어지는 선순환 구조를 만들어 나가겠다”고 말했다.",IT/과학
"신한라이프, 출범 5주년…기념식 대신 현장 찾아 고객에 감사. 신한라이프가 출범 5주년을 맞아 생명보험 본업의 가치와 발자취를 되돌아보는 시간을 가졌다. 천상영 일상의 '라이프 파트너'로 도약하기 위해 마련됐다고 신한라이프는 설명했다.",사회/세계
"5월 외국인 관광객 카드 소비 사상 최초 2조원 돌파. 라인프렌즈, BT21 협업 팝업스토어, 포켓몬 카드, 피규어 등의 판매가 급증했다.이번 분석에서 가장 주목할 점은 외국인 인바운드 소비 트렌드가 글로벌 2030 세대 중심의 ‘라이프스타일 소비’와 중국 관광객.",라이프
"포테이토헤드, 발리 웰니스 리트릿 ‘Merasa Origins’ 마무리…한국 웰. 사진 = 포테이토헤드 발리의 라이프스타일 복합공간 포테이토헤드(Desa Potato Head Bali)가 2026년 새롭게 선보인 웰니스 리트릿 프로그램 'Merasa Origins'의 첫 번째 챕터를 성공적으로 마무리했다고 1일 밝혔다.",문화/트렌드
"CJ제일제당, 3대 사업 부문 재정비…""미래 성장성 확보"". CJ제일제당은 기존 식품·바이오 사업 조직을 라이프스타일식품·기술소재·핵심소재 등 3개 부문으로 전면 라이프스타일식품사업부문은 K-푸드 사업 확대를 담당한다.",사회/세계
"“웹툰 속 주인공 되는 AI챗”…네이버웹툰, ‘바이어스’ 출시. 김신형 네이버웹툰 IP 사업 총괄은 “바이어스를 통해 원작의 매력을 새롭게 발견하고 IP에 대한 깊은 애착과 라이프사이클 강화로 이어지는 선순환 구조를 만들어 나가겠다”고 말했다.",사회/세계
"iFA, iM라이프와 오더메이드 연금보험 2종 출시. iFA는 iM라이프와 공동 기획한 오더메이드 연금보험인 '오토파일럿 변액연금보험'과 '코파일럿 세이프PRO 연금보험'을 출시했다고 1일 밝혔다.",라이프
"한화생명ㆍDB손보ㆍ신한라이프ㆍ하나손보(7.1). ■ 신한라이프, 출범 5주년 맞아 상생 가치 재확인 - 고객 일상의 라이프 파트너 도약 선언 - 사회공헌 슬로건 '따뜻한 채움' 공개 신한라이프는 1일 임직원과 영업가족이 함께 생명보험 본업의 가치와 지난 발자취를.",라이프
"코베스트로, 글로벌 MDI 투자 확대…中 66만톤·UAE 신규 거점 검토. MDI는 폴리우레탄 경질 폼의 핵심 원료로, 건축 단열재, 가전제품, 식품 보존, 자동차 및 스포츠·라이프스타일 등 다양한 산업에 활용된다.",사회/세계
"신한카드ㆍ현대카드ㆍKB국민카드(7.1). ■ 현대카드, 독자브랜드 '알파벳카드' 론칭 - 20년 알파벳 카드 헤리티지 재해석 - 라이프스타일별 10% 할인 라이프스타일을 알파벳으로 분류 전용 디자인·서체로 브랜드 차별화 알파벳카드는 'Alphabet for Life'를.",라이프
출범 5주년 맞은 신한라이프 “업을 선도하는 리딩 보험사로 도약”. 신한라이프가 출범 5주년을 맞아 보험업계 신흥강자를 넘어 리딩 보험사로 도약하겠다는 비전을 제시헀다.,사회/세계
"IPARK현대산업개발 시공 '파크로쉬 서울원', 최고 20.5대 1 청약 경쟁률. 분양 관계자는 ""서울원 안에서 파크로쉬만의 웰니스 케어와 5성급 호텔 노하우가 담긴 컨시어지 서비스, 전문 의료기관의 메디컬 서비스까지 동시에 누릴 수 있고, 다양한 세대가 함께 진정한 웰니스 라이프를.",문화/트렌드
"포테이토헤드 발리, 웰니스 리트릿 'Merasa Origins' 첫 챕터 마무리. ⓒAP신문(AP뉴스) 발리의 라이프스타일 복합공간 포테이토헤드가 올해 새롭게 선보인 웰니스 리트릿 프로그램 'Merasa Origins'의 첫 번째 챕터를 성료했다.",문화/트렌드
"출범 5주년 신한라이프, 천상영 사장 “본원 경쟁력 강화”. 신한라이프가 출범 5주년을 맞아 임직원과 영업가족이 참여하는 기념행사를 진행했다. 신한라이프는 1일 출범 5주년을 맞아 생명보험 본업의 의미와 향후 경영 방향을 공유하는 행사를 열었다고 밝혔다.",사회/세계
"케이엠제약 최대주주, 보통주 1만4421주 장내매수. 중인 라이프케어 브랜드 중심의 사업 전환과 중장기 성장 전략에 대한 자신감을 반영한 것으로 풀이된다는 설명이다.",문화/트렌드
"포테이토헤드, 'Merasa Origins' 첫 리트릿 개최. 최근 휴양을 넘어 심신 회복과 자기 돌봄을 중시하는 웰니스 여행 수요가 늘어나는 가운데, 발리 라이프스타일 복합공간 포테이토헤드가 신규 웰니스 리트릿 'Merasa Origins'의 첫 프로그램을 마무리했다.",문화/트렌드
"구 동성하이타운, 42층 하이엔드 주상복합으로 재탄생… '두산위브더제. 여기에 일반적인 아파트와 달리 단지 내 엘리베이터를 통해 지하에 조성될 대형 상가로 다이렉트 이동이 가능해, 굳이 단지 밖을 나서지 않고도 쇼핑과 여가를 원스톱으로 즐기는 진정한 '올인원(All-in-one)' 라이프의.",사회/세계
"하나카드, '3일 연속 쓰면 2배 혜택' 무빙카드 출시. 소비패턴에 따라 올데이(ALLDAY)·온라인(ONLINE)·플레이(PLAY)·라이프(LIFE)·글로벌(GLOBAL) 등 총 5가지 모드를 제공한다. 이용자는 자신의 라이프스타일에 가장 적합한 혜택을 선택하여 신청할 수 있다.",라이프
"신세계백화점, '아트와 그로서리의 만남'… 신개념 스토어 '어나더 팜'. 신세계백화점은 오는 10일 강남점에 예술과 식품을 결합한 신개념 라이프스타일 매장인 '어나더 팜'을 새롭게 오픈한다고 1일 밝혔다.",라이프
트럼프 인기와 함께 추락한 이름 '도널드' : 미국 신생아 이름. 아기 이름 작명 전문가이자 '마이 네임 포 라이프' 회사의 창립자인 셰리 수잔도 킴과 같은 의견을 보였다.,문화/트렌드
"생보업계, 고령화·AX 전환 속 전략 다변화. 신한라이프는 출범 5주년을 계기로 AX 혁신과 라이프케어 중심 전략을 제시했고, 한화생명은 의료기관과 협력해 치매 예방부터 진단·치료·보장까지 연계하는 통합 대응 모델 구축에 나섰다.",사회/세계
"앤트로픽, 생명과학 AI 플랫폼 '클로드 사이언스' 공개. 벤치마크 '라이프사이벤치'까지 공개했다. 구글은 자회사인 아이소모픽의 대규모 투자 유치로 이 분야 강화에 나섰다.",IT/과학
"옷장에서 거실로…패션 플랫폼, 리빙 경쟁 뛰어. 29CM는 리빙 전용 오프라인 매장을 열었고, 무신사는 매장 내 라이프 상품을 확대했다.",라이프
"출범 5주년 신한라이프, ‘리딩 생보사’ 정조준…본업 경쟁력·AX 혁신. 보험업계에 따르면 신한라이프가 통합 출범 5주년을 맞이해 생명보험 본연의 가치를 되새기고, 시장의 신흥 강자를 넘어 생보업계를 선도하는 '리딩 보험사'로의 도약을 선포했다.",사회/세계
"한화갤러리아, '부동산 투자' 지속…체질 개선 속. 따른 라이프·테크 계열사의 통합 사옥 마련을 위한 선제적 움직임으로도 풀이된다.",경제
"월마트 사로잡은 BTS 볶음면…'아리'가 띄운 저자극 모던누. 자극적인 맛보다 균형 있는 맛과 라이프스타일을 지향하며 모던 누들, 포스트바이오틱 에너지드링크, 듀얼 바이오틱 소다 등 다양한 제품군을 선보였다.",라이프
"메디스태프·신승회계법인, ‘개원 세무·경영 컨설팅’ MOU 체결. 개원 예정 의사·개원의 대상 세무자문 서비스 제공 의사 전용 라이프 플랫폼 메디스태프(대표 기동훈)는 메디컬 세무 전문 신승회계법인(대표 신완민)과 지난 6월 25일 의사 회원을 위한 ‘개원 세무 및 경영 컨설팅’.",사회/세계
"45분만에 완판' LG스탠바이미2 맥스, 해외 시장 공략 나선다. 사진은 LG 스탠바이미 2 맥스 라이프스타일 이미지. 사진=LG전자 LG전자가 'LG 스탠바이미 2 맥스(LG StanbyME 2 Max)'를 글로벌 시장에 내놨다.",사회/세계
"최애 웹툰 속에서 나만의 스토리 만든다···네이버웹툰, AI 스토리챗 ‘. “바이어스를 통해 원작의 매력을 새롭게 발견하고, IP에 대한 깊은 애착과 라이프사이클 강화로 이어지는 선순환 구조를 만들어 나가겠다”고 말했다. ‘바이어스’는 네이버웹툰 앱 내 더보기 메뉴에서 이용할 수 있다.",사회/세계
"CU 야호! 특히 K팝 팬덤 소비가 음반과 굿즈를 넘어 식품, 라이프스타일 영역으로 확대되는 흐름에 맞춰 리센느와 새로운 고객 경험을 만들어낸다는 계획이다. 이번 협업은 단순한 이미지 모델 활동에 그치지 않는다.",라이프
"놀유니버스, NOL 페스티벌 2차 라인업 공개. 2차 라인업에 따르면 10월 17일 K팝 스테이지에는 클로즈 유어 아이즈와 키스오브라이프, 리센느, 데일리디렉션이 출연한다. 18일에는 에반과 킥플립, 키키, 아홉이 무대에 오른다.",사회/세계
"명품 2조원·외국계 18조원…국내서 거둔 수익금, 해외. 메트라이프생명과 오비맥주, 애플코리아, 라이나생명보험, 한국쓰리엠, 한국스탠다드차타드은행 코닝정밀소재는 순이익의 4.9배인 2793억원을 배당했고, 한국쓰리엠(156.4%), 메트라이프생명(152.3%), 오비맥주(137.4.",사회/세계
"더블유드레스룸, 올리브영 신규 오프라인 특화매장 입점…체험형 향기. 라이프스타일 향기 브랜드 더블유드레스룸(W.DRESSROOM)이 올리브영의 신규 오프라인 특화매장인 '올리브영 고객들은 다양한 향과 제품을 직접 테스트하며 자신의 취향과 라이프스타일에 맞는 프래그런스를 경험하고.",라이프
"신한라이프, 출범 5주년…""리딩 보험사 도약"" 새 비전 제시. 신한라이프가 출범 5주년을 맞아 미래 성장 전략을 제시하며 리딩 보험사로의 도약을 선언했다.",사회/세계
"한화생명, 세브란스병원과 치매 예방·진단·보장 협력모델 구. 'zgm 저장체크카드'는 MZ세대와 팬덤 소비층의 라이프스타일을 면밀히 분석해 실속 있는 혜택을 대거 탑재했다. 전월 실적 충족 시 온라인결제.",라이프
"현대카드, '알파벳카드' 독자 브랜드로 키운다. 새 브랜드는 'Alphabet for Life'를 슬로건으로 내세워 소비자의 다양한 라이프스타일을 알파벳으로 표현했다.",라이프
"마녀공장, 나고야 찍고 긴자 팝업으로 돌파구…日 시장 '담금질'. 대표 라이프스타일 편집숍 '로프트(LOFT)'에서 팝업스토어를 열고 열도 공략에 돌파구 마련에 나선다.",라이프
"KB국민카드, 체크카드 시장 '35.5%' 독주… 1위 비결은 '생활밀착형 혜택. 연령대와 라이프스타일에 맞춘 상품을 폭넓게 운영해 온 점이 안정적인 1위로 이어졌다는 분석이다 .",라이프
휴가철 외식 수요 잡아라…카드 할인 앞세운 외식업계. 윤다예 엠에프지코리아 대표는 “여름 휴가 시즌을 맞아 고객들이 외식비 부담을 덜 수 있도록 스페셜 이벤트를 마련했다”며 “앞으로도 고객들의 라이프스타일과 니즈에 맞춘 차별화된 프로모션을 지속 선보일 것”.,라이프
"LG전자 베스트샵 수원연합, 혼수·입주 고객 위한 '기다려온 연합 GRAND. 수원연합은 이번 행사에서 ""오늘의 선택이 10년을 좌우합니다"", ""빠른 배송, 빠른 설치 지원""이라는 슬로건을 바탕으로, 소비자의 주거 환경 및 라이프스타일에 맞춘 가전 선택의 중요성을 전달하고 있다.",사회/세계
"포테이토헤드 발리, 웰니스 리트릿 'Merasa Origins' 1차 프로그램 완료. ▲ 포테이토헤드 제공 발리의 복합 라이프스타일 공간 포테이토헤드가 새롭게 론칭한 웰니스 리트릿 프로그램 'Merasa Origins'의 첫 일정을 성황리에 마무리 지었다.",문화/트렌드
"만루포-끝내기-솔로' 마이너리그에 '韓 괴물'이 탄생했다, 3G 연속 홈런. 또한 2020년 텍사스 글로브 라이프필드에서 열린 아마추어 홈런왕 선발 대회인 '2020 파워 쇼케이스'에서 17세 이하 홈런 더비 우승을 차지하기도 했다. 오랜 기간 눈물 젖은 빵을 먹었다.",IT/과학
